"table_name","table_id","field_id","old_name","current_name","field_type","is_primary","record_count","blank_count","nonblank_count","blank_ratio","proposed_name","action","dependency_risk","recommendation_reason"
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldNRKXl6S4DtQYl9",,"display_label","formula","False","73","0","73","0","display_label","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldkRdSblu5KLeqch",,"done_criteria","multilineText","False","73","0","73","0","done_criteria","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldW9aLKqVnENDY4Q",,"gate","singleSelect","False","73","0","73","0","gate","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldf9wxS1NQ4zETgi",,"level","singleSelect","False","73","0","73","0","level","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldxbbxdH7Mdishkr",,"parent_wbs_key","singleLineText","False","73","14","59","0.1918","parent_wbs_key","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldKoseZ9P1hPUzgh",,"plan_key","singleLineText","False","73","0","73","0","plan_key","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldykxehl6sMTigk4",,"rank","number","False","73","0","73","0","rank","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","flds2ogisonqEFdwd",,"review_after","date","False","73","72","1","0.9863","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldBlzFZdvzMsovDJ",,"search_text","formula","False","73","0","73","0","search_text","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fld627GL9W2hnoDa5",,"state","singleSelect","False","73","0","73","0","state","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldLu2C5uWd7yYEb4",,"surface","singleSelect","False","73","0","73","0","surface","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldXVwq1qFrDeK4eO",,"target","singleLineText","False","73","0","73","0","target","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldjutcnESO7o1XQv",,"title","singleLineText","False","73","0","73","0","title","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldBWgf90H3Ja8kQU",,"validation_notes","multilineText","False","73","0","73","0","validation_notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldxysOTwPhA0fk9b",,"wbs_key","singleLineText","True","73","0","73","0","wbs_key","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"DCOIR Cleanup WBS","tblRxTmpW0VunQlUK","fldUcO6yamUW9Yr0R",,"wbs_path","singleLineText","False","73","0","73","0","wbs_path","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldTdi6UQmIUJkXDE",,"created_at","dateTime","False","35","0","35","0","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fld1HWFI97H1M1ljH",,"event_at","dateTime","False","35","0","35","0","event_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldan2IfSl6NUJbre",,"event_key","singleLineText","True","35","0","35","0","event_key","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldCWFMJfTQpVKfRz",,"event_summary","multilineText","False","35","0","35","0","event_summary","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fld6eqmAUYcckufGW",,"event_title","singleLineText","False","35","0","35","0","event_title","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldmjyUUvmuhdjVqt",,"lifecycle_object_type","singleSelect","False","35","0","35","0","lifecycle_object_type","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldi4yVheKgg8xwNa",,"lifecycle_stage","singleSelect","False","35","0","35","0","lifecycle_stage","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldIFohnL2jBl20U6",,"migration_status","singleSelect","False","35","0","35","0","migration_status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldX6hpz9jSW5E0yo",,"payload_json","multilineText","False","35","12","23","0.3429","payload_json","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldfrl84PTHLzqFub",,"retention_class","singleSelect","False","35","0","35","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldzHtFYirKcF1VC9",,"source_primary_key","singleLineText","False","35","0","35","0","source_primary_key","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fldYjWKeshXjIhk01",,"source_record_id","singleLineText","False","35","11","24","0.3143","source_record_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"DCOIR Lifecycle Ledger","tblNsjkGUUIdRpHuE","fld3eMKRitqiB7UCI",,"source_table","singleLineText","False","35","0","35","0","source_table","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldaI0qVtfNZqfXNe",,"approved_rule","multilineText","False","10","0","10","0","approved_rule","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fld8KpTjiymqouo9I",,"created_at","dateTime","False","10","2","8","0.2","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldo00PUkXIaZY7uW",,"decision_entry_id","singleLineText","True","10","0","10","0","decision_entry_id","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldoBBSWp7jVlY4mv",,"decision_family","singleSelect","False","10","1","9","0.1","decision_family","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldyDa0iTDGtNaM8g",,"last_confirmed_text","singleLineText","False","10","0","10","0","last_confirmed_text","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldv90HCZZxBtf1h9",,"packaging_impact","multilineText","False","10","0","10","0","packaging_impact","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldH6sRkVniEBFlv4",,"retention_class","singleSelect","False","10","0","10","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldYK2cbss0i0yLOr",,"review_after","date","False","10","1","9","0.1","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fld664vtczpgPDTcD",,"situational_rule","multilineText","False","10","0","10","0","situational_rule","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldHSC3jjNb79NBfO",,"source_basis","multilineText","False","10","0","10","0","source_basis","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldBSLZkxHkvdWfs3",,"status","singleSelect","False","10","0","10","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fld2RX09cikd9yAgR",,"updated_at","dateTime","False","10","2","8","0.2","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-decision-policy","tblKHVXq16Xd5I31m","fldHsGII6M314rMo3",,"workflow_impact","multilineText","False","10","0","10","0","workflow_impact","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldO1vEnBL2Yhuvm7",,"anti_patterns","multilineText","False","29","0","29","0","anti_patterns","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldSWtvOK7mNAkTeO",,"buffered_candidate","multilineText","False","29","0","29","0","buffered_candidate","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldvM5eJi6Cg1nxDo",,"consulted_records","multilineText","False","29","3","26","0.1034","consulted_records","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldipvMJdEJuHiaYP",,"created_at","dateTime","False","29","7","22","0.2414","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldEG5XzJh9z0E4Rt",,"invocation_mode","singleSelect","False","29","11","18","0.3793","invocation_mode","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fld1BaL5xOzcsNC0b",,"last_confirmed_text","singleLineText","False","29","0","29","0","last_confirmed_text","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldCWhMISlxjhfRgt",,"memory_entry_id","singleLineText","True","29","0","29","0","memory_entry_id","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldEG3hKpPFXjLKW6",,"preconditions","multilineText","False","29","0","29","0","preconditions","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldrLg8uOgPl6CHSx",,"required_verification","multilineText","False","29","0","29","0","required_verification","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldtjVIBDb2KebCeH",,"retention_class","singleSelect","False","29","0","29","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldo6Uyl76ChI5uwd",,"review_after","date","False","29","3","26","0.1034","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldCCgIRZe3GJtqSy",,"selected_lane","singleLineText","False","29","0","29","0","selected_lane","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldM7jkNeUM03MDpg",,"status","singleSelect","False","29","0","29","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fld4YP1bJ5Gtxfgis",,"task_family","singleSelect","False","29","12","17","0.4138","task_family","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-memory-preflight","tblcNNuKqi8IkFsSQ","fldo6bm7xGMXB6P6E",,"updated_at","dateTime","False","29","7","22","0.2414","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldu90QetmVAGMPg7",,"active_validation_plan","multilineText","False","6","0","6","0","active_validation_plan","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldkHJlkJs4ayOjH2",,"created_at","dateTime","False","6","1","5","0.1667","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldM9FoBQuFxkRtke",,"evidence_threshold","multilineText","False","6","0","6","0","evidence_threshold","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldUda6eDNofM1uJz",,"last_confirmed_text","singleLineText","False","6","0","6","0","last_confirmed_text","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldJoGbCSFMhaJcXm",,"live_readiness_gate","multilineText","False","6","0","6","0","live_readiness_gate","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldcowj0yJ4FehXvs",,"next_action","multilineText","False","6","0","6","0","next_action","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldbRVqoWt9fjR7o5",,"retention_class","singleSelect","False","6","0","6","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldKlyzAcj7Q5kEI4",,"review_after","date","False","6","1","5","0.1667","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldzOLipJQKiCcW4m",,"status","singleSelect","False","6","0","6","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldl8hJwbfTd6CIqf",,"unresolved_gap","multilineText","False","6","0","6","0","unresolved_gap","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldk4YCtGhqG7WSXX",,"updated_at","dateTime","False","6","1","5","0.1667","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fld3zLfGs468eOrai",,"validation_entry_id","singleLineText","True","6","0","6","0","validation_entry_id","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"dcoir-validation-orchestrator","tbls9O1B0Rs8YvTAj","fldyAQecWjCgKB2ix",,"validation_scope","multipleSelects","False","6","2","4","0.3333","validation_scope","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fld1BQvq7DG5o9iUR",,"active","checkbox","False","76","0","76","0","active","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldPon259A7P8IZar",,"consult_when","multilineText","False","76","0","76","0","consult_when","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldfhiYkFhZWadt03",,"created_at","dateTime","False","76","0","76","0","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldBEZ6Yf0QgfSGCI",,"dcoir_gemini_lanes","multipleSelects","False","76","4","72","0.0526","dcoir_gemini_lanes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldceAbvUbG42Qo9K",,"design_impact","multilineText","False","76","0","76","0","design_impact","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldM1YyGfuDsqNKLm",,"evidence_class","singleSelect","False","76","4","72","0.0526","evidence_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldGLs65ATp15iGfO",,"finding_key","singleLineText","True","76","0","76","0","finding_key","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fld8nTNL99aiCMSyq",,"finding_summary","multilineText","False","76","0","76","0","finding_summary","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldH0t18dHVNkfTrA",,"legacy_research_batch__do_not_use","singleLineText","False","76","0","76","0","legacy_research_batch_review","rename_candidate","medium","Name contains double-underscore or do-not-use marker; normalize to WBS06 single-underscore legacy review convention."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fld76GQAQ03B1sQW8",,"research_batch_select","singleSelect","False","76","0","76","0","research_batch_select","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldtJXiABITIQ7ERY",,"retention_class","singleSelect","False","76","0","76","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldE1mYfn4SPMvwz0",,"review_after","date","False","76","0","76","0","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldqIFVWdW5stmfUZ",,"source_basis","multilineText","False","76","0","76","0","source_basis","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldFlFkbBzoPxDsHb",,"surface_layers","multipleSelects","False","76","4","72","0.0526","surface_layers","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldh60UrFOdx2Yxif",,"topic","singleSelect","False","76","4","72","0.0526","topic","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Gemini Research Reference","tblfZnARJxcMJ0yHW","fldibxaCxGKp8KcH8",,"updated_at","dateTime","False","76","0","76","0","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldeUhR746eIPzqHM",,"active","checkbox","False","24","0","24","0","active","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldo3dDxCj99CX9cT",,"cache_scope","singleSelect","False","24","0","24","0","cache_scope","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fld01gNq1B7F12kdh",,"created_at","dateTime","False","24","0","24","0","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldcHZ83PpVZ3CH3x",,"dispatch_inputs_summary","multilineText","False","24","0","24","0","dispatch_inputs_summary","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
